Ticker,Company,Market Cap,Overall Rating,Sector,Industry,Country,Valuation Grade,Profitability Grade,Growth Grade,Performance Grade,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,Dividend,Payout Ratio,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,EPS Q/Q,Sales Q/Q,Insider Own,Insider Trans,Inst Own,Inst Trans,Short Ratio,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Oper M,Profit M,Perf Month,Perf Quart,Perf Half,Perf Year,Perf YTD,Volatility M,SMA20,SMA50,SMA200,52W High,52W Low,RSI,Earnings,Price,Target Price,Percent Diff
DMF,"BNY Mellon Municipal Income, Inc.",128.28M,51.09,Financial,Asset Management,USA,A-,D+,D+,D+,-,-,12.79,0.89,-,-,4.64%,-,-,-,-,-,-,-,-6.40%,-,-,35.84%,-,0.12,-,-,-,-,-,-,-,-,-,-,-5.36%,-5.07%,-6.79%,-21.27%,-1.28%,0.94%,-2.76%,-3.88%,-5.28%,-21.27%,7.48%,34.57,-,6.18,-,
DMLP,"Dorchester Minerals, L.P.",1.15B,69.01,Energy,Oil & Gas E&P,USA,B-,A+,D,B-,-,-,6.72,6.72,28.12,110.31,12.52%,81.80%,73.20%,-,23.30%,-,24.40%,10.40%,28.40%,0.20%,181.50%,20.60%,-2.55%,1.09,70.40%,73.20%,76.50%,18.30,18.30,0.00,0.00,92.50%,76.50%,73.80%,5.96%,5.10%,7.44%,24.80%,-0.13%,3.24%,-1.63%,-0.45%,4.53%,-8.34%,32.79%,46.74,Feb 23,29.89,-,
DMO,Western Asset Mortgage Opportunity Fund Inc.,125.97M,57.04,Financial,Asset Management,USA,B+,D+,C-,C,-,-,8.68,0.83,-,-,10.89%,-,-,-,-,-,-,-,15.50%,-,-,38.78%,-,0.27,-,-,-,-,-,-,-,-,-,-,-2.04%,1.85%,-7.24%,-20.09%,2.32%,1.18%,-1.97%,-0.79%,-3.54%,-22.28%,5.45%,41.16,-,11.02,-,
DMRC,Digimarc Corporation,395.99M,63.61,Technology,Information Technology Services,USA,B+,C,C+,C+,-,-,13.11,4.18,7.02,-,-,-,38.00%,-,2.20%,20.00%,4.00%,-335.60%,21.90%,1.00%,-1.59%,59.80%,0.02%,37.92,-42.40%,-50.80%,-62.90%,5.40,5.40,0.00,0.00,47.20%,-,-,3.14%,-7.61%,33.31%,-5.48%,15.58%,6.05%,2.63%,4.91%,19.27%,-25.77%,71.65%,54.10,Mar 01/a,21.37,17.00,-20.449227889564813
DMS,"Digital Media Solutions, Inc.",55.77M,64.36,Communication Services,Advertising Agencies,USA,A+,C,C,D+,-,-,0.14,-,3.05,-,-,-,122.90%,42.00%,-,-,-,-373.90%,-16.10%,3.00%,0.00%,65.60%,-1.08%,1.08,-8.40%,64.60%,-6.80%,1.20,1.20,-,-,27.80%,-5.00%,-4.80%,-42.50%,-48.57%,-26.73%,-70.95%,-38.21%,7.60%,-31.90%,-36.28%,-45.84%,-78.38%,3.51%,24.56,-,0.83,2.62,215.66265060240966
DMTK,"DermTech, Inc.",100.64M,63.05,Healthcare,Diagnostics & Research,USA,A,C,C-,C,-,-,6.85,0.89,0.80,-,-,-,-43.20%,7.60%,-,-,-,-6.50%,-6.30%,2.30%,-15.02%,43.40%,-30.14%,3.25,-54.80%,-69.70%,-89.10%,8.70,8.60,0.00,0.00,7.70%,-,-,-25.10%,58.94%,-27.99%,-69.41%,120.90%,11.59%,-14.60%,-5.98%,-15.90%,-76.06%,152.26%,43.96,Mar 02/a,3.91,7.33,87.46803069053708
DMXF,iShares ESG Advanced MSCI EAFE Index ETF,-,67.52,Financial,Exchange Traded Fund,USA,A+,D+,D+,B+,-,-,-,-,-,-,2.22%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1.88%,4.71%,15.46%,3.18%,6.64%,0.88%,-0.85%,0.13%,7.79%,-8.69%,29.12%,47.63,-,57.87,-,
DMYS,"dMY Technology Group, Inc. VI",307.02M,65.72,Financial,Shell Companies,USA,A,D+,D+,B,-,-,-,1.37,-,-,-,0.00%,-,-,-,-,-,-,-,-,-,85.40%,-3.19%,0.03,0.50%,0.50%,-,0.20,0.20,0.00,0.00,-,-,-,0.44%,2.41%,3.56%,4.94%,1.39%,0.18%,0.51%,0.87%,2.71%,-0.20%,4.94%,76.01,-,10.19,-,
DNA,"Ginkgo Bioworks Holdings, Inc.",2.44B,67.08,Healthcare,Biotechnology,USA,A,C,B,D,-,-,5.10,1.50,1.87,-,-,-,71.20%,47.20%,-,44.80%,-,-433.00%,-14.40%,5.40%,-39.49%,88.00%,5.22%,5.81,-148.20%,-195.60%,-119.60%,11.70,11.70,0.04,0.04,57.30%,-,-,-32.65%,-26.67%,-45.23%,-61.74%,-21.89%,7.89%,-18.06%,-22.57%,-46.46%,-73.12%,2.33%,32.13,Mar 01/a,1.32,3.59,171.96969696969694
DNAB,Social Capital Suvretta Holdings Corp. II,324.96M,68.88,Financial,Shell Companies,USA,A,D+,C,B+,-,-,-,1.33,1624.80,-,-,0.00%,-,-,-,-,-,453.90%,-,14.40%,0.00%,97.40%,2.28%,0.05,0.20%,0.20%,-,4.20,4.20,0.00,0.00,-,-,-,0.49%,2.10%,4.30%,5.59%,1.29%,0.23%,0.30%,0.73%,3.08%,-7.53%,5.60%,64.45,-,10.19,-,
DNAD,Social Capital Suvretta Holdings Corp. IV,325.44M,68.88,Financial,Shell Companies,USA,A,D+,C,B+,-,-,-,1.33,1627.19,-,-,0.00%,-,-,-,-,-,467.60%,-,2.50%,0.00%,98.10%,1.35%,0.05,0.20%,0.20%,-,4.40,4.40,0.00,0.00,-,-,-,0.84%,2.36%,4.51%,5.53%,1.54%,0.41%,0.43%,0.91%,3.26%,-6.55%,5.75%,67.95,-,10.20,-,
DNB,"Dun & Bradstreet Holdings, Inc.",5.14B,56.92,Financial,Financial Data & Stock Exchanges,USA,B,D+,B-,C-,11.02,-,2.31,1.47,24.67,10.22,1.67%,-,96.80%,12.40%,-15.00%,2.49%,5.00%,298.80%,-0.60%,2.00%,-66.15%,88.20%,2.05%,3.43,0.00%,-0.10%,2.50%,0.60,0.60,1.02,1.02,67.60%,6.70%,-0.10%,-15.62%,-13.30%,-15.68%,-27.55%,-2.20%,2.92%,-6.54%,-8.61%,-14.21%,-33.57%,6.77%,33.67,Feb 16/b,11.99,15.08,25.771476230191826
DNL,WisdomTree Global ex-U.S. Quality Dividend Growth Fund,-,63.67,Financial,Exchange Traded Fund,USA,A+,D+,D+,B-,-,-,-,-,-,-,4.56%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-3.04%,2.50%,12.67%,-7.44%,5.73%,0.93%,-1.61%,-1.03%,5.13%,-15.86%,27.89%,43.84,-,34.07,-,
DNLI,Denali Therapeutics Inc.,3.44B,63.24,Healthcare,Biotechnology,USA,A-,C+,C-,C,-,-,31.67,3.28,2.57,-,-,-,-8.60%,-3.80%,-20.80%,-,-,-20.50%,-17.60%,1.80%,-6.75%,69.40%,-0.79%,10.00,-24.60%,-35.70%,-32.70%,3.80,3.80,0.00,0.00,-,-,-,-17.86%,-16.77%,-5.23%,-16.69%,-7.41%,4.56%,-9.99%,-11.37%,-13.77%,-34.69%,27.22%,36.90,Feb 27/a,25.75,59.69,131.80582524271844
DNMR,"Danimer Scientific, Inc.",218.95M,61.13,Basic Materials,Specialty Chemicals,USA,A,D+,C,C-,-,-,3.94,0.58,2.21,-,-,-,-516.60%,31.30%,-,-,-,-,-22.40%,0.40%,-13.41%,45.10%,-1.51%,10.75,-20.70%,-35.50%,-11.40%,5.20,4.00,0.73,0.73,-9.10%,-,-,-11.72%,1.80%,-45.67%,-42.49%,26.26%,8.98%,-3.40%,3.70%,-31.49%,-66.64%,43.95%,47.74,-,2.26,4.17,84.51327433628319
DNN,Denison Mines Corp.,933.80M,45.69,Energy,Uranium,Canada,B+,D,D+,D+,-,-,73.53,2.97,19.49,-,-,0.00%,192.30%,-,25.20%,-,7.70%,-119.30%,-68.40%,12.00%,0.00%,7.30%,-8.96%,7.09,3.30%,4.10%,5.90%,3.30,3.20,0.00,0.00,33.30%,-,-,-12.12%,3.57%,-12.78%,-22.67%,0.87%,4.84%,-9.94%,-10.34%,-3.79%,-36.61%,27.47%,38.02,-,1.16,-,
DNOV,FT Cboe Vest US Eq Deep Buffer ETF - November,-,62.68,Financial,Exchange Traded Fund,USA,A+,D+,D+,C+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1.77%,0.89%,2.27%,0.25%,2.59%,0.61%,-0.85%,0.04%,1.47%,-4.18%,4.90%,46.23,-,33.52,-,
DNOW,NOW Inc.,1.34B,54.37,Energy,Oil & Gas Equipment & Services,USA,B+,D-,C,C,10.80,-,0.63,1.63,6.30,-,-,0.00%,250.00%,9.55%,53.60%,-,-4.20%,161.70%,26.60%,1.48%,0.00%,99.30%,-0.01%,2.01,10.30%,16.20%,14.20%,2.30,1.40,0.00,0.00,23.70%,6.10%,6.00%,-11.18%,0.16%,8.02%,14.62%,-2.44%,3.69%,-7.29%,-5.59%,5.90%,-16.62%,40.96%,39.75,Feb 16/b,12.39,15.33,23.728813559322028
DNP,DNP Select Income Fund Inc.,3.96B,57.78,Financial,Closed-End Fund - Equity,USA,A-,D+,D+,C+,-,-,29.69,1.31,-,-,6.87%,-,-,-,0.58%,-,-,-,-0.60%,0.06%,0.18%,8.35%,-,0.92,-,-,-,-,-,-,-,-,-,-,-0.09%,2.53%,2.16%,-1.73%,0.98%,1.44%,-0.83%,-0.98%,2.18%,-5.33%,15.56%,45.09,-,11.36,-,
DNUT,"Krispy Kreme, Inc.",2.22B,64.42,Consumer Defensive,Grocery Stores,USA,B-,C-,C+,B,31.81,-,1.45,1.88,-,472.64,1.05%,-,42.40%,26.81%,-,19.82%,-,-299.80%,9.20%,2.80%,0.00%,30.50%,-4.58%,9.81,-0.50%,-1.30%,1.40%,0.30,0.30,0.62,0.65,33.00%,1.90%,-1.00%,5.85%,-11.79%,12.14%,-3.95%,29.75%,3.40%,3.21%,10.94%,1.27%,-16.63%,31.15%,58.74,Feb 15/b,13.39,15.40,15.011202389843165
DO,"Diamond Offshore Drilling, Inc.",1.22B,68.08,Energy,Oil & Gas Drilling,USA,A-,C,C-,B,-,-,1.44,1.85,19.37,-,-,-,95.20%,98.30%,-26.50%,-,-10.80%,58.50%,-1.80%,0.60%,-1.67%,95.30%,9.42%,3.91,-6.80%,-14.40%,-5.10%,1.20,1.20,0.72,0.75,14.40%,-7.50%,-12.20%,0.89%,34.02%,77.54%,-,19.33%,5.50%,2.19%,8.48%,42.48%,-6.69%,140.04%,55.36,Feb 27/a,12.41,15.33,23.52941176470588
DOC,Physicians Realty Trust,3.57B,54.93,Real Estate,REIT - Healthcare Facilities,USA,C,C,C,C+,62.33,3.37,6.79,1.19,464.09,392.69,6.15%,199.60%,18.40%,21.21%,14.80%,9.70%,8.90%,-60.10%,14.20%,0.20%,5.37%,96.10%,0.65%,4.86,2.00%,3.70%,1.10%,-,-,0.63,0.63,67.50%,10.20%,19.80%,-4.71%,-0.60%,-9.50%,-11.27%,3.39%,2.33%,-1.74%,-1.56%,-5.97%,-20.53%,11.48%,45.88,Feb 22/b,14.96,16.47,10.09358288770052
DOCN,"DigitalOcean Holdings, Inc.",3.38B,69.13,Technology,Software - Infrastructure,USA,B+,C,B-,B-,18.59,-,5.86,69.43,3.91,17.80,-,-,-15.10%,22.37%,-,52.33%,-,7.30%,36.20%,4.60%,-4.67%,54.60%,1.23%,6.56,-1.40%,-17.40%,-1.70%,5.80,5.80,28.77,28.77,63.20%,-4.60%,-4.20%,23.53%,27.03%,-5.33%,-23.43%,44.48%,6.66%,13.93%,25.48%,1.13%,-41.75%,57.43%,66.16,Feb 16/b,36.80,40.00,8.695652173913052
DOCS,"Doximity, Inc.",6.20B,64.36,Healthcare,Health Information Services,USA,C,A,C,C,41.11,14.74,15.44,6.82,7.74,34.99,-,0.00%,476.70%,14.14%,-,4.00%,-,-38.60%,17.80%,0.70%,-3.12%,96.80%,3.47%,6.92,11.50%,13.30%,17.60%,8.50,8.50,0.00,0.00,87.20%,29.90%,29.70%,-12.17%,-7.15%,2.08%,-37.18%,-2.12%,4.80%,-3.96%,-3.02%,-3.21%,-41.58%,43.39%,45.24,Feb 09/a,32.85,37.86,15.251141552511408
DOCU,"DocuSign, Inc.",12.43B,66.15,Technology,Software - Application,USA,B-,C,C+,B,29.58,-,5.10,28.18,12.74,32.17,-,-,72.80%,15.99%,16.20%,20.00%,40.80%,-416.20%,18.30%,1.00%,-18.90%,78.60%,-0.73%,2.07,-5.10%,-35.40%,-6.50%,1.00,1.00,1.46,1.54,78.20%,-4.60%,-5.40%,4.31%,54.71%,22.04%,-30.93%,18.48%,4.61%,4.72%,9.85%,10.89%,-42.24%,65.93%,57.95,Mar 09/a,65.66,64.69,-1.4773073408467847
DOG,ProShares Short Dow30,-,61.19,Financial,Exchange Traded Fund,USA,A+,D+,D+,C+,-,-,-,-,-,-,0.40%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.45%,4.05%,-4.96%,-2.36%,1.65%,1.12%,1.97%,2.51%,-1.42%,-12.36%,6.57%,59.66,-,33.88,-,
DOGZ,Dogness (International) Corporation,29.79M,66.59,Consumer Cyclical,Leisure,China,A,C+,C+,D+,-,-,1.10,0.38,1.78,-,-,0.00%,73.30%,-,-21.10%,-,5.10%,118.30%,15.60%,-,-,12.00%,2.29%,0.70,3.50%,4.60%,3.00%,3.60,3.10,0.06,0.08,37.40%,0.30%,11.90%,-7.82%,4.03%,-27.67%,-73.88%,-4.06%,3.65%,-3.62%,-5.02%,-33.47%,-85.82%,17.53%,41.56,-,0.94,-,
DOL,WisdomTree International LargeCap Dividend Fund,-,68.57,Financial,Exchange Traded Fund,USA,A+,D+,D+,B+,-,-,-,-,-,-,4.23%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.24%,4.56%,15.76%,3.97%,5.82%,0.87%,-0.70%,0.18%,7.78%,-5.60%,26.86%,48.06,-,46.57,-,
DOLE,Dole plc,1.11B,73.78,Consumer Defensive,Farm Products,Ireland,A-,C,C+,B+,10.39,-,0.12,1.02,4.89,31.51,2.69%,60.20%,-117.70%,22.22%,-,-3.52%,-,237.00%,16.70%,28.66%,0.00%,34.80%,-11.03%,3.55,1.10%,4.60%,-0.70%,1.20,0.80,1.09,1.18,5.50%,0.50%,0.60%,3.21%,14.66%,30.09%,-19.28%,23.21%,2.56%,2.36%,9.67%,24.84%,-18.78%,65.14%,60.02,Mar 07/b,11.89,13.94,17.24137931034482
DOMA,Doma Holdings Inc.,154.37M,64.85,Real Estate,Real Estate Services,USA,A,C,C-,C+,-,-,0.32,0.85,0.83,-,-,-,-486.80%,31.80%,-,-,-,-142.40%,-33.60%,2.90%,-13.74%,36.70%,-0.70%,8.68,-32.10%,-67.20%,-20.90%,-,-,0.82,0.82,-,-40.30%,-38.80%,-41.63%,18.00%,-10.54%,-80.83%,6.67%,15.70%,-23.69%,-16.00%,-33.80%,-81.87%,42.09%,39.23,Feb 28/a,0.48,1.66,245.83333333333334
DOMH,Dominari Holdings Inc.,21.92M,74.71,Healthcare,Biotechnology,USA,A+,C+,C+,C+,-,-,-,0.26,0.47,-,-,-,80.20%,-,-14.90%,-,-,-,-,9.00%,0.00%,10.90%,17.74%,0.48,-21.10%,-22.70%,-,29.50,29.50,0.00,0.00,-,-,-,-0.61%,17.93%,-28.09%,-38.23%,23.32%,5.07%,1.38%,6.85%,-21.14%,-60.34%,33.94%,51.86,-,4.05,-,
DOMO,"Domo, Inc.",448.50M,63.36,Technology,Software - Application,USA,A,B-,C,D-,-,-,1.50,-,6.65,-,-,-,-10.40%,30.00%,15.40%,-,28.20%,21.70%,21.40%,3.30%,-19.55%,80.70%,0.77%,1.86,-51.90%,87.30%,400.00%,0.70,0.70,-,-,75.40%,-34.40%,-39.80%,-15.74%,-8.48%,-30.06%,-66.65%,-6.04%,7.63%,-12.93%,-8.30%,-35.74%,-76.69%,17.89%,41.55,Mar 06/a,13.38,23.00,71.89835575485799
DON,WisdomTree U.S. MidCap Dividend Fund,-,60.2,Financial,Exchange Traded Fund,USA,A+,D+,D+,C,-,-,-,-,-,-,2.58%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-4.14%,0.45%,4.41%,1.18%,4.06%,1.39%,-2.31%,-0.86%,2.61%,-6.47%,14.26%,41.57,-,42.81,-,
DOOO,BRP Inc.,3.08B,68.08,Consumer Cyclical,Recreational Vehicles,Canada,B+,C-,C+,B,9.14,-,0.33,40.20,-,-,-,-,18.00%,5.70%,61.49%,-,-,10.70%,70.60%,2.77%,0.00%,73.06%,-,38.22,-,-,-,-,-,-,-,-,-,-,-5.05%,11.54%,30.19%,42.86%,11.05%,1.69%,-3.32%,2.14%,16.35%,-6.23%,47.78%,44.63,-,84.79,108.86,28.387781578016263
DOOR,Masonite International Corporation,1.94B,70.68,Industrials,Building Products & Equipment,USA,B+,C+,B-,C+,9.47,1.11,0.67,2.72,6.55,25.95,-,0.00%,144.50%,16.78%,17.60%,8.59%,7.30%,232.20%,6.30%,0.10%,-19.13%,-,-1.18%,3.60,9.70%,31.90%,15.70%,3.30,2.20,1.18,1.18,23.30%,11.30%,7.40%,-4.25%,23.14%,14.24%,0.11%,11.15%,2.98%,0.53%,2.50%,9.99%,-11.94%,36.37%,53.26,Feb 22/a,89.60,111.80,24.77678571428572
DORM,"Dorman Products, Inc.",2.69B,55.37,Consumer Cyclical,Auto Parts,USA,C+,C+,C-,C-,14.46,1.47,1.55,2.55,58.42,707.13,-,0.00%,-6.40%,11.98%,3.40%,15.00%,13.90%,-47.30%,25.90%,0.10%,-16.68%,77.20%,-2.90%,3.33,6.40%,12.10%,7.70%,1.90,0.80,0.46,0.70,32.60%,9.90%,7.00%,-13.27%,-5.19%,-1.17%,-12.19%,4.79%,3.17%,-8.52%,-6.02%,-9.01%,-28.81%,15.58%,32.25,Feb 28/b,84.74,107.00,26.268586263865952
DOUG,Douglas Elliman Inc.,333.39M,57.91,Real Estate,Real Estate Services,USA,B,C,C,C,42.10,-,0.26,1.13,1.73,16.75,4.75%,35.30%,313.10%,-16.67%,-,-,-,-115.70%,-23.00%,5.40%,5.70%,61.00%,-0.32%,2.85,5.60%,11.50%,34.20%,2.50,2.50,0.00,0.01,-,2.90%,2.60%,-17.13%,4.73%,-9.27%,-36.02%,3.44%,4.57%,-9.40%,-6.80%,-11.34%,-50.41%,20.29%,37.87,Mar 09/a,4.21,6.00,42.51781472684086
DOV,Dover Corporation,20.85B,58.34,Industrials,Specialty Industrial Machinery,USA,C-,B,C-,C+,15.63,2.13,2.45,4.99,54.75,70.19,1.32%,26.90%,-4.10%,9.14%,11.00%,9.85%,4.50%,-25.10%,7.50%,0.20%,-0.80%,94.70%,0.46%,1.90,9.90%,25.10%,14.50%,1.20,0.70,0.69,0.86,36.10%,16.20%,12.50%,-2.55%,8.13%,18.83%,3.82%,12.60%,1.80%,-0.12%,4.19%,14.04%,-6.39%,33.17%,54.44,Jan 31/b,152.47,161.40,5.856889879976393
DOW,Dow Inc.,39.74B,60.14,Basic Materials,Chemicals,USA,B+,C-,D+,B-,11.67,-,0.70,1.93,10.23,7.28,4.98%,44.50%,-25.10%,47.37%,39.60%,-2.61%,5.40%,-63.20%,-17.40%,0.10%,0.06%,65.60%,-4.56%,2.10,7.40%,23.80%,11.60%,1.80,1.20,0.71,0.74,15.10%,9.90%,8.00%,-6.37%,9.78%,15.79%,-2.97%,11.65%,1.97%,-3.55%,-1.12%,5.70%,-21.71%,31.11%,41.93,Jan 26/b,56.26,58.41,3.821542836829006
DOX,Amdocs Limited,11.06B,63.67,Technology,Software - Infrastructure,USA,A-,C,D+,B-,13.96,2.04,2.38,3.05,15.06,-,1.91%,34.87%,-16.50%,10.67%,8.40%,10.05%,3.40%,-0.90%,7.30%,4.80%,0.00%,98.40%,-0.17%,1.90,-,-,13.80%,1.60,1.60,0.18,0.00,35.60%,-,-,-2.03%,1.66%,9.51%,13.25%,0.22%,1.47%,-3.03%,-1.10%,5.53%,-6.16%,18.64%,42.41,Jan 31/a,91.10,100.50,10.31833150384194
DOYU,DouYu International Holdings Limited,406.81M,59.33,Communication Services,Internet Content & Information,China,A-,C,C+,D,130.00,-,0.36,0.43,0.41,-,-,-,-221.60%,0.00%,11.50%,36.31%,63.40%,97.50%,-23.40%,3.78%,0.00%,20.30%,0.03%,8.69,-4.60%,-5.90%,-10.40%,4.80,4.80,0.00,0.00,13.50%,-4.40%,-4.80%,-20.73%,4.00%,-12.16%,-26.14%,-7.14%,6.52%,-10.13%,-17.78%,-0.61%,-47.61%,44.44%,39.89,-,1.30,1.60,23.076923076923077
DPG,Duff & Phelps Utility and Infrastructure Fund Inc.,533.23M,60.2,Financial,Closed-End Fund - Equity,USA,A+,D+,D+,C,-,-,-,-,-,-,10.01%,-,-,-,-,-,-,-,-,0.09%,0.00%,11.59%,-,1.52,-,-,-,-,-,-,-,-,-,-,1.38%,4.48%,-5.60%,-5.02%,3.55%,1.67%,1.69%,1.56%,0.89%,-10.78%,16.29%,57.01,-,13.99,-,
DPRO,Draganfly Inc.,94.88M,68.2,Industrials,Aerospace & Defense,Canada,B+,C,D+,A-,-,-,12.01,2.62,8.11,-,-,0.00%,-12.20%,-,-,-,-,-121.60%,0.00%,2.01%,0.00%,2.88%,-,1.74,5.20%,6.00%,-67.20%,9.60,8.00,0.01,0.02,38.90%,-,23.10%,11.70%,134.37%,116.52%,70.73%,180.00%,11.56%,6.38%,38.27%,102.96%,-45.31%,320.00%,56.77,-,2.10,-,
DPSI,"Decisionpoint Systems, Inc.",59.87M,67.83,Technology,Software - Application,USA,A-,C+,C+,C,18.81,-,0.67,3.68,6.37,4.71,-,0.00%,-54.80%,19.44%,14.90%,-,1.70%,72.90%,41.20%,7.60%,-3.53%,4.20%,15.20%,0.19,4.10%,13.50%,10.40%,1.00,0.90,0.01,0.01,23.00%,3.10%,2.20%,-0.98%,-15.46%,44.21%,52.64%,-0.12%,6.71%,3.37%,-5.47%,19.68%,-37.67%,160.97%,49.90,-,8.09,10.00,23.60939431396786
DPST,Direxion Daily Regional Banks Bull 3X Shares,-,58.53,Financial,Exchange Traded Fund,USA,A+,D+,D+,C,-,-,-,-,-,-,1.68%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-28.50%,-18.17%,-23.52%,-48.38%,-9.76%,5.24%,-20.63%,-17.26%,-25.55%,-60.06%,1.55%,29.68,-,20.35,-,
DPZ,"Domino's Pizza, Inc.",11.07B,56.17,Consumer Cyclical,Restaurants,USA,C+,B,D+,C,21.07,2.46,2.44,-,54.29,48.02,1.55%,34.70%,-7.50%,13.66%,16.50%,10.10%,10.20%,3.80%,3.60%,0.40%,0.95%,93.90%,-9.28%,2.20,27.40%,-10.70%,77.70%,1.50,1.30,-,-,36.30%,16.90%,10.00%,-12.32%,-18.13%,-13.96%,-21.98%,-9.89%,2.57%,-5.83%,-8.53%,-13.47%,-26.81%,7.26%,39.32,Feb 23/b,312.13,346.11,10.886489603690777
DQ,Daqo New Energy Corp.,3.67B,90.33,Technology,Semiconductor Equipment & Materials,China,A,A,B+,B-,4.04,-,0.80,0.85,1.04,-,-,0.00%,146.60%,-27.30%,68.50%,-,70.10%,156.90%,118.50%,76.40%,0.00%,62.20%,6.57%,2.19,29.30%,46.80%,51.60%,6.70,6.40,0.00,0.00,74.00%,66.00%,40.40%,21.98%,1.64%,-18.90%,11.33%,36.13%,4.97%,15.53%,19.01%,-2.78%,-31.90%,63.23%,64.57,Feb 28/b,52.56,61.59,17.180365296803654
DRCT,"Direct Digital Holdings, Inc.",64.96M,69.94,Communication Services,Advertising Agencies,USA,B+,C,C+,B,9.69,-,0.91,13.74,9.28,16.66,-,0.00%,-65.90%,51.57%,-,-,-,458.00%,209.50%,1.23%,0.00%,15.70%,8.28%,2.31,-,-,8.30%,1.30,1.30,4.62,4.76,35.80%,6.30%,0.90%,-13.36%,54.64%,47.78%,259.23%,92.58%,8.06%,-3.36%,12.72%,68.06%,-28.48%,302.59%,52.09,Mar 23/a,4.67,7.38,58.02997858672377
DRD,DRDGOLD Limited,598.48M,58.22,Basic Materials,Gold,South Africa,B-,B+,D+,C-,-,0.94,2.06,1.94,4.55,47.12,4.75%,0.00%,-21.90%,-,109.30%,10.00%,16.90%,-43.60%,-10.90%,0.10%,0.00%,13.60%,0.92%,2.15,17.10%,22.30%,17.70%,5.40,4.70,0.00,0.01,26.10%,24.80%,22.10%,-5.80%,3.86%,30.41%,-33.30%,-5.54%,3.97%,-5.76%,-10.55%,8.15%,-36.22%,50.00%,36.43,-,6.99,15.00,114.59227467811158
DRH,DiamondRock Hospitality Company,1.83B,70.18,Real Estate,REIT - Hotel & Motel,USA,B+,C,B-,B-,19.78,-,1.82,1.17,27.03,13.83,1.36%,12.80%,148.40%,-6.71%,1.40%,-9.50%,2.90%,394.20%,34.30%,0.20%,-5.53%,96.30%,0.45%,2.62,3.10%,6.30%,5.40%,-,-,0.75,0.75,31.70%,15.20%,9.90%,-8.52%,-0.86%,4.16%,-2.93%,7.45%,2.96%,-2.67%,-0.74%,-0.81%,-20.74%,23.02%,43.95,Feb 21/b,8.80,10.36,17.727272727272712
DRI,"Darden Restaurants, Inc.",17.71B,58.9,Consumer Cyclical,Restaurants,USA,C,C+,C-,B-,16.84,2.24,1.77,8.81,73.59,50.12,3.32%,64.70%,54.20%,10.57%,14.10%,8.95%,6.10%,2.80%,9.40%,0.40%,-10.06%,92.00%,-1.11%,2.29,9.00%,42.40%,24.80%,0.50,0.30,0.98,1.01,19.40%,11.20%,9.10%,-2.71%,1.53%,18.28%,23.72%,5.35%,1.82%,-0.65%,-0.19%,9.12%,-4.18%,31.34%,47.91,Mar 23/b,145.73,155.81,6.9169011185068365
DRIO,DarioHealth Corp.,104.81M,69.81,Healthcare,Diagnostics & Research,USA,A,C-,B-,C+,-,-,3.90,1.27,1.83,-,-,-,14.50%,23.60%,36.10%,-,48.90%,49.60%,17.90%,25.51%,-0.20%,31.70%,-14.26%,10.56,-59.40%,-75.20%,-89.50%,6.20,5.50,0.27,0.27,27.80%,-,-,-13.05%,2.28%,19.66%,-27.82%,15.19%,6.15%,-1.21%,-2.76%,-5.05%,-35.91%,39.66%,49.18,Mar 09/b,4.93,13.08,165.31440162271807
DRIP,Direxion Daily S&P Oil & Gas Exp. & Prod. Bear 2X Shares,-,57.47,Financial,Exchange Traded Fund,USA,A+,D+,D+,C-,-,-,-,-,-,-,0.07%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-5.14%,2.11%,-13.23%,-50.94%,-1.34%,5.99%,1.46%,0.80%,-12.64%,-58.61%,31.61%,51.87,-,14.03,-,
DRIV,Global X Autonomous & Electric Vehicles ETF,-,62.37,Financial,Exchange Traded Fund,USA,A+,D+,D+,C+,-,-,-,-,-,-,1.05%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-2.61%,4.30%,4.39%,-3.13%,18.47%,1.97%,-1.01%,3.54%,4.05%,-17.29%,24.48%,50.51,-,23.54,-,
